CatalogueNumber,Institution,Long,Lat,Country,Region,Island,GeneralLocality,SpecificLocality,InitialSpeciesID,Sex,SVL,TL,ED,OD,HW,HD,HL,HdL,FbL,FtL,HbL,MidSR,VerSC,PoPV,UpPV,SL,IL,SlF3,SlT4,NS,FnsH,SnsH,FnsW,SnsW,CS
344141,KU,125.3759,11.2091,Philippines,Mindanao,Samar,Municipality of Balangiga,"Barangay Guinmaayohan, Sitio Bangon, Kaantulan River Drainage",Bronchocela sp.,f,75.31,262,2.39,7.51,10.46,10.17,21.52,14.83,38.98,27.37,64.27,55,31,5,1,9,10,27,32,9,2,2,1,1,6
334009,KU,125.0794,8.7216,Philippines,Mindanao,Mindanao,Gingoog City,"Sitio Kibuko-boundary with Barangay Lawaan, Ginoog River,  Mt. Lumot, Camp 9",Bronchocela cristatella,f,76.38,264,3.05,7.22,11.45,10,22.78,15.47,38.25,30.27,66.95,56,30,6,1,9,9,28,35,11,2,2,1,1,5
343869,KU,124.7902,10.9808,Philippines,Mindanao,Leyte, Municipality of Burauen,"Barangay Dinaayan, Makaturog River Drainage",Bronchocela sp.,f,76.87,260,2.4,6.91,11.44,10.25,21.91,14.28,38.6,27.59,64.37,51,34,6,1,10,10,25,30,10,2,2,0.5,0.5,6
343870,KU,124.7896,10.9747,Philippines,Mindanao,Leyte, Municipality of Burauen,"Barangay Dinaayan, Makaturog River Drainage",Bronchocela sp.,f,77.36,250,2.38,7.14,11.53,9.57,21.7,14.98,38.59,29.09,66.63,51,31,6,1,9,11,27,30,10,1,1,0.5,0.5,6
324436,KU,124.12344,9.70551,Philippines,Mindanao,Bohol,"Municipality of Bilar, Raja Sikatuna Natural Park",Barangay Riverside; Magsaysay Park,Bronchocela cristatella,f,77.49,cut,2.97,7.25,11.53,10.4,23.16,14.41,40.48,25.1,63.16,49,32,6,1,9,10,24,32,10,1.5,1.5,1,0.5,6
337252,KU,125.04111,12.05284,Philippines,Mindanao,Samar,Municipality of San Jose de Baun,"Barangay Uno, Mt. Huraw",Bronchocela marmorata,f,77.57,255,2.54,7.35,10.64,10.13,21.28,15.44,41.18,30.01,69.41,53,30,5,1,9,9,28,35,10,3,3,1,1,5
336463,KU,125.193051,11.195946,Philippines,Mindanao,Samar,Municipality of Marabut, Barangay Marabut,Bronchocela cristatella,f,77.61,247,2.44,6.41,10.45,9.41,20.55,15.47,39.21,27.11,62.42,48,35,6,1,8,10,27,33,10,1,1,0.5,0.5,7
334005,KU,125.0794,8.7216,Philippines,Mindanao,Mindanao,Gingoog City,"Sitio Kibuko-boundary with Barangay Lawaan, Ginoog River,  Mt. Lumot, Camp 5",Bronchocela cristatella,f,77.91,267,2.36,7.17,11.5,10.31,23.68,13.35,38.85,27.98,65.55,51,32,6,1,7,8,24,32,11,1,1,0.5,0.5,6
334604,KU,122.0895,7.0074,Philippines,Mindanao,Mindanao,"Zamboanga City, Pasonanca Natural Park",Sitio Muruk; Dos Rio's Outpost,Bronchocela cristatella,f,78.18,cut tip,2.81,7.4,11.32,10.09,22.93,15.97,40.12,30.24,67.48,58,39,6,1,11,12,27,33,11,1.5,1.5,1,1,6
305471,KU,124.82412,10.67126,Philippines,Mindanao,Leyte,Municipality of Baybay,Barangay Ga-as,Bronchocela cristatella,f,78.26,265,2.72,6.49,11.44,9.78,22.1,13.51,39.67,28.95,65.72,54,32,5,1,7,10,24,28,10,1,1,0.5,0.5,5
327281,KU,125.231,6.626,Philippines,Mindanao,Mindanao,Municipality of Kiblawan,Barangay Kimlawis (coordinates at Davao City),Bronchocela cristatella,f,78.45,cut,3.28,6.86,11.55,10.56,22.27,13.88,38.86,28.72,67.29,53,34,5,1,10,11,26,36,12,2,2,1,1,6
310803,KU,125.29276,11.80255,Philippines,Mindanao,Samar,Municipality of Taft,Barangay San Rafael,Bronchocela cristatella,f,78.7,232,2.46,6.56,11.42,9.46,20.84,13.6,36.24,25.96,62.69,46,30,5,1,10,10,24,32,9,1.5,1.5,1,1,6
343876,KU,124.7896,10.9747,Philippines,Mindanao,Leyte, Municipality of Burauen,"Barangay Dinaayan, Makaturog River Drainage",Bronchocela sp.,f,78.79,250,2.64,7.39,12.11,10.33,22.92,15.75,39.73,28.06,63.67,47,30,6,1,10,10,25,29,9,4,4,2,2,6
334006,KU,125.0794,8.7216,Philippines,Mindanao,Mindanao,Gingoog City,"Sitio Kibuko-boundary with Barangay Lawaan, Ginoog River,  Mt. Lumot, Camp 6",Bronchocela cristatella,f,79.43,285,2.71,7.5,11.5,10.25,23.81,15.15,40.52,26.5,65.73,49,33,5,1,9,10,28,33,10,2,2,1,1,6
337266,KU,125.27638,11.82875,Philippines,Mindanao,Samar,Municipality of Taft,"Barangay San Rafael, DENR House",Bronchocela marmorata,f,79.86,cut,2.27,7.1,10.54,10.26,22.33,15.43,41.5,28.52,68.63,52,32,5,1,9,10,27,30,10,1,1,1,1,6
343871,KU,124.7896,10.9747,Philippines,Mindanao,Leyte, Municipality of Burauen,"Barangay Dinaayan, Makaturog River Drainage",Bronchocela sp.,f,79.96,258,2.82,7.45,11.52,10.22,23.18,16,43.08,31.59,70.75,52,31,6,1,9,10,27,36,9,3,3,1,1,6
334603,KU,122.0817,7.1029,Philippines,Mindanao,Mindanao,"Zamboanga City, Pasonanca Natural Park",Sitio Catala; Catala Creek,Bronchocela cristatella,f,80.31,283,2.74,6.8,11.75,10.24,22.4,14.22,39.46,27.94,65.68,49,33,5,1,9,10,25,32,10,3,2,1,1,6
344142,KU,125.3672,11.2074,Philippines,Mindanao,Samar,Municipality of Balangiga,"Barangay Guinmaayohan, Sitio Bangon, Kaantulan River Drainage",Bronchocela sp.,f,80.8,270,2.49,6.97,11.82,9.37,21.42,14.45,39.95,29.21,67.03,51,35,5,1,9,12,26,35,11,1,1,0.5,0.5,6
343866,KU,124.7902,10.9808,Philippines,Mindanao,Leyte, Municipality of Burauen,"Barangay Dinaayan, Makaturog River Drainage",Bronchocela sp.,f,80.82,265,2.72,7.39,11.98,10.71,22.89,14.59,38.68,28.17,64.05,48,31,6,1,9,10,23,31,12,1,1.5,0.5,1,6
337268,KU,125.27638,11.82875,Philippines,Mindanao,Samar,Municipality of Taft,"Barangay San Rafael, DENR House",Bronchocela marmorata,m,80.86,245,2.2,7.21,11.16,10.26,21.55,14.33,40.17,28.87,68.9,54,30,6,1,8,10,23,28,10,3,3,1.5,1.5,5
337260,KU,125.04111,12.05284,Philippines,Mindanao,Samar,Municipality of San Jose de Baun,"Barangay Uno, Mt. Huraw",Bronchocela marmorata,m,80.88,275,2.31,7.19,11.64,10.59,23.58,16.55,41.11,30.07,69.81,47,29,6,1,9,10,27,31,9,4,4,1.5,2,6
337257,KU,125.04111,12.05284,Philippines,Mindanao,Samar,Municipality of San Jose de Baun,"Barangay Uno, Mt. Huraw",Bronchocela marmorata,f,81.1,266,2.69,7.52,12.56,10.45,23.87,14.35,40.94,29.23,68.19,49,32,5,1,9,10,24,27,10,3,3,1,1,6
334003,KU,125.0794,8.7216,Philippines,Mindanao,Mindanao,Gingoog City,"Sitio Kibuko-boundary with Barangay Lawaan, Ginoog River,  Mt. Lumot, Camp 3",Bronchocela cristatella,m,81.16,275,2.95,6.99,11.83,11.22,23.31,14.96,39.82,29.22,67.25,54,37,6,1,10,10,25,31,11,3,3,1.5,1.5,6
337258,KU,125.04111,12.05284,Philippines,Mindanao,Samar,Municipality of San Jose de Baun,"Barangay Uno, Mt. Huraw",Bronchocela marmorata,f,81.35,262,2.78,7.21,11.62,10.65,23.63,15.2,41.18,28.93,68.35,56,34,6,1,9,10,28,32,10,2,2,1,0.5,6
343877,KU,124.7896,10.9747,Philippines,Mindanao,Leyte, Municipality of Burauen,"Barangay Dinaayan, Makaturog River Drainage",Bronchocela sp.,f,81.47,270,2.92,7.92,12.96,11.61,24.31,17.43,43.54,33.43,73.88,57,31,5,1,9,10,25,32,11,2,2,0.5,1,5
337264,KU,125.2916,11.81207,Philippines,Mindanao,Samar,Municipality of Taft,"Barangay San Rafael, Kadakan River",Bronchocela marmorata,m,81.83,267,2.24,7.35,11.79,10.18,22.94,14.31,39.03,27.96,65.43,51,31,6,1,9,10,25,29,9,3,3,1,1,6
324437,KU,123.897667,9.791874,Philippines,Mindanao,Bohol,"Municipality of Sierra Bullones, Raja Sikatuna Natural Park",Barangay Danicop,Bronchocela cristatella,f,81.84,274,2.94,7.36,10.92,10.18,23.48,13.32,38.53,27.83,64.45,46,33,5,1,9,10,24,29,10,1.5,1.5,0.5,0.5,6
314841,KU,122.02885,7.01759,Philippines,Mindanao,Mindanao,"Zamboanga City, Pasonanca Natural Park","Barangay Baluno, Sitio km 24",Bronchocela cristatella,f,81.85,275,3.31,6.87,11.12,9.81,22.25,13.1,37.79,28.3,67.54,58,36,6,1,10,10,26,33,10,1.5,1.5,0.5,0.5,6
337262,KU,125.04111,12.05284,Philippines,Mindanao,Samar,Municipality of San Jose de Baun,"Barangay Uno, Mt. Huraw",Bronchocela marmorata,f,82.62,256,3.05,7.53,11.85,9.65,23.7,14.1,40.46,27.17,66.35,47,32,5,1,9,10,23,28,10,2,2,1,1,6
314844,KU,122.02885,7.01759,Philippines,Mindanao,Mindanao,"Zamboanga City, Pasonanca Natural Park","Barangay Baluno, Sitio km 24",Bronchocela cristatella,f,82.64,280,3.12,6.87,11.44,10.54,23.47,14.61,40.61,27.87,66.89,46,32,5,1,8,10,26,32,11,3,3,1,1,5
332709,KU,124.224,9.726,Philippines,Mindanao,Bohol,"Municipality of Valencia, Rajah Sikatuna Protected Landscape","Barangay Omjon, Sitio Napo",Bronchocela cristatella,f,83.28,287,2.42,7.27,12.13,9.97,23.18,15.14,39.73,28,67.33,49,38,6,1,9,11,26,30,10,2,2,1,1,6
314842,KU,122.06745,6.977316667,Philippines,Mindanao,Mindanao,"Zamboanga City, Pasonanca Natural Park","Barangay Pasanonca, Sitio canucutan",Bronchocela cristatella,f,83.48,271,3.99,7.65,11.81,10.66,24.64,14.75,40.06,28.43,68.86,53,35,5,1,9,10,26,31,12,1,1,0.5,0.5,6
344140,KU,125.3759,11.2091,Philippines,Mindanao,Samar,Municipality of Balangiga,"Barangay Guinmaayohan, Sitio Bangon, Kaantulan River Drainage",Bronchocela sp.,m,83.89,cut,3.13,8.05,13.4,11.69,23.59,15.62,40.29,31.08,72.35,57,34,7,1,10,11,26,32,10,4,4,1,1,6
326249,KU,123.9,9.783,Philippines,Mindanao,Bohol,"Municipality of Antequera, Raja Sikatuna Natural Park","Barangay Villa Aurora, Hinambacan Caves",Bronchocela cristatella,f,84.22,cut,3.3,7.14,11.38,10.38,24.05,14.75,38.3,29.21,67.97,50,34,5,1,10,10,27,37,10,3,3,1,1,6
337259,KU,125.04111,12.05284,Philippines,Mindanao,Samar,Municipality of San Jose de Baun,"Barangay Uno, Mt. Huraw",Bronchocela marmorata,f,84.34,204,3.04,7.79,11.81,10.63,23.86,16,43.54,30.93,72.36,52,30,5,1,9,9,25,35,11,1,1,0.5,0.5,6
314845,KU,122.02885,7.01759,Philippines,Mindanao,Mindanao,"Zamboanga City, Pasonanca Natural Park","Barangay Baluno, Sitio km 24",Bronchocela cristatella,f,84.43,273,3.02,7.24,11.98,10.64,24.36,14.91,40.63,30.07,69.46,45,31,5,1,9,10,27,33,10,1,1,0.5,0.5,6
310806,KU,125.29276,11.80255,Philippines,Mindanao,Samar,Municipality of Taft,Barangay San Rafael,Bronchocela cristatella,m,85,286,2.98,7.41,12.91,10.34,24.3,14.94,40.43,27.4,66.45,58,32,5,1,9,10,26,29,10,4,3,1,1,6
321375,KU,122.0604333,6.992233333,Philippines,Mindanao,Mindanao,"Zamboanga City, Pasonanca Natural Park",Tumaga River,Bronchocela cristatella,f,85.17,265,3.35,7.75,12.62,10.2,23.7,14.5,38.63,26.02,64.62,51,35,5,1,10,10,27,29,12,1.5,1.5,0.5,0.5,6
310339,KU,125.29276,11.80255,Philippines,Mindanao,Samar,Municipality of Taft,Barangay San Rafael,Bronchocela cristatella,f,85.36,279,2.85,7.14,11.66,10.73,23.59,14.78,39.93,29.1,66.99,47,32,5,1,8,9,26,30,10,1.5,1.5,0.5,0.5,6
337263,KU,125.04111,12.05284,Philippines,Mindanao,Samar,Municipality of San Jose de Baun,"Barangay Uno, Mt. Huraw",Bronchocela marmorata,f,85.37,279,2.97,8.51,11.79,10.33,24.44,14.22,40.5,29.68,71.71,46,32,5,1,8,10,26,30,9,3,3,1,1,6
310374,KU,125.6181167,10.34368333,Philippines,Mindanao,Dinagat,Municipality of Loreto,"Barangay Santiago, sitio Cambinlia (Sudlon)",Bronchocela cristatella,f,85.68,276,2.99,7.93,12.16,10.69,25.17,16.32,45.54,29.52,72.86,52,38,6,1,8,8,24,30,10,3,3,1,1,6
334001,KU,125.6726,9.0625,Philippines,Mindanao,Mindanao,Municipality of Remedios T. Romualdez,"May Impit,  Mt. Hilong-hilong",Bronchocela cristatella,f,86.13,290,3.31,7.82,12.44,11.05,25.83,15.37,43.14,29.67,69.4,52,31,5,1,11,10,27,31,11,2,2,0.5,0.5,5
334007,KU,125.0794,8.7216,Philippines,Mindanao,Mindanao,Gingoog City,"Sitio Kibuko-boundary with Barangay Lawaan, Ginoog River,  Mt. Lumot, Camp 7",Bronchocela cristatella,f,86.4,275,3.06,8.01,12.81,11.42,23.95,13.48,39.64,28.89,66.74,49,32,5,1,9,9,23,32,12,2,2,0.5,0.5,5
321374,KU,122.0604333,6.992233333,Philippines,Mindanao,Mindanao,"Zamboanga City, Pasonanca Natural Park",Tumaga River,Bronchocela cristatella,f,86.59,306,3.8,7.67,11.44,10.23,24.04,14.71,39.72,29.31,67.97,48,37,5,1,11,11,28,32,11,1,1,0.5,0.5,6
334004,KU,125.0794,8.7216,Philippines,Mindanao,Mindanao,Gingoog City,"Sitio Kibuko-boundary with Barangay Lawaan, Ginoog River,  Mt. Lumot, Camp 4",Bronchocela cristatella,m,86.74,280,2.65,7.77,11.56,11.28,24.61,16.01,42.7,31.03,70.03,52,35,7,1,10,10,25,31,11,2,2,1,0.5,5
336460,KU,125.193051,11.195946,Philippines,Mindanao,Samar,Municipality of Marabut, Barangay Marabut,Bronchocela cristatella,f,86.91,290,2.54,7.75,11.41,9.89,23.36,17.91,46.79,32.59,73.73,43,35,6,1,11,10,29,34,12,3,4,1,1,7
324433,KU,124.12344,9.70551,Philippines,Mindanao,Bohol,"Municipality of Bilar, Raja Sikatuna Natural Park",Barangay Riverside; Magsaysay Park,Bronchocela cristatella,f,87.15,300,3.13,7.33,12.69,11.59,26.34,15.81,41.67,29.26,69.26,48,34,6,1,7,9,24,29,10,2,2,1,1,6
343868,KU,124.7902,10.9808,Philippines,Mindanao,Leyte, Municipality of Burauen,"Barangay Dinaayan, Makaturog River Drainage",Bronchocela sp.,f,87.21,275,2.97,7.83,12.44,10.97,23.45,14.52,39.13,28.97,69.22,56,39,5,1,10,10,27,33,10,1,1,0.5,0.5,6
336461,KU,125.193051,11.195946,Philippines,Mindanao,Samar,Municipality of Marabut, Barangay Marabut,Bronchocela cristatella,m,87.57,295,3.14,7.78,12.3,11.63,24.2,14.99,43.38,30.48,73.65,52,30,6,1,9,11,24,28,10,4,4,1.5,2,5
